"participant","date","model number","building","x","y","error"
"0048","2021-11-12 15:24:29 UTC","0","Harris Hall","194","326","102.18121158021175"
"0048","2021-11-12 15:24:29 UTC","0","Harvey House","249","466","48.84669896727925"
"0048","2021-11-12 15:24:29 UTC","0","Golledge Hall","516","340","68.59300255857006"
"0048","2021-11-12 15:24:29 UTC","0","Tobler Museum","368","209","152.2957648787385"
"0048","2021-11-12 15:24:29 UTC","0","Snow Church","619","254","108.67382389517726"
"0048","2021-11-12 15:24:29 UTC","0","Sauer Center","508","114","159.90622251807463"
"0049","2021-11-12 18:55:22 UTC","0","Batty House","","",""
"0049","2021-11-12 18:55:22 UTC","0","Sauer Center","619","8","6.708203932499369"
"0049","2021-11-12 18:55:22 UTC","0","Tobler Museum","679","497","418.5940754478018"
"0049","2021-11-12 18:55:22 UTC","0","Snow Church","543","295","195.0102561405425"
"0049","2021-11-12 18:55:22 UTC","0","Harvey House","11","490","283.0441661649291"
"0049","2021-11-12 18:55:22 UTC","0","Lynch Station","248","-1","267.0599183703912"
"0049","2021-11-12 18:55:22 UTC","0","Harris Hall","8","-8","312.41798923877604"
"0049","2021-11-12 18:55:22 UTC","0","Golledge Hall","188","290","376.00132978488256"
"0050","2021-11-15 18:46:44 UTC","0","Batty House","670","198","647.2441579496875"
"0050","2021-11-15 18:46:44 UTC","0","Lynch Station","628","311","643.7584950895794"
"0050","2021-11-15 18:46:44 UTC","0","Golledge Hall","69","460","523.0544904692053"
"0050","2021-11-15 18:46:44 UTC","0","Tobler Museum","61","245","449.16923314047233"
"0050","2021-11-15 18:46:44 UTC","0","Sauer Center","443","310","355.1746049480452"
"0050","2021-11-15 18:46:44 UTC","0","Snow Church","276","197","440.07272126320214"
"0050","2021-11-15 18:46:44 UTC","0","Harris Hall","445","55","286.60251220113196"
