"participant","date","model number","building","x","y","error"
"2080","2022-07-21 16:56:38 UTC","0","Batty House","55","486","215.82400237230334"
"2080","2022-07-21 16:56:38 UTC","0","Lynch Station","7","269","145.08618128546908"
"2080","2022-07-21 16:56:38 UTC","0","Harvey House","704","484","410.0012195103815"
"2080","2022-07-21 16:56:38 UTC","0","Harris Hall","265","207","53.48831648126533"
"2080","2022-07-21 16:56:38 UTC","0","Sauer Center","673","78","87.36704184073076"
"2080","2022-07-21 16:56:38 UTC","0","Golledge Hall","483","302","81.74350127074322"
"2080","2022-07-21 16:56:38 UTC","0","Snow Church","688","274","74.46475676452586"
"2080","2022-07-21 16:56:38 UTC","0","Tobler Museum","449","96","51.10772935672255"
"2083","2022-07-28 14:21:51 UTC","0","Batty House","74","87","190.87692369692047"
"2083","2022-07-28 14:21:51 UTC","0","Lynch Station","194","25","207.18349355100662"
"2083","2022-07-28 14:21:51 UTC","0","Harris Hall","360","160","159.31415505221122"
"2083","2022-07-28 14:21:51 UTC","0","Harvey House","90","294","279.45840477609545"
"2083","2022-07-28 14:21:51 UTC","0","Golledge Hall","372","427","235.28705871764387"
"2083","2022-07-28 14:21:51 UTC","0","Snow Church","517","499","355.0169010061352"
"2083","2022-07-28 14:21:51 UTC","0","Sauer Center","642","429","424.3406650322356"
"2083","2022-07-28 14:21:51 UTC","0","Tobler Museum","621","260","188.22327167489146"
"2084","2022-07-28 17:41:00 UTC","0","Sauer Center","626","38","33.015148038438355"
"2084","2022-07-28 17:41:00 UTC","0","Snow Church","696","246","45.617978911828175"
"2084","2022-07-28 17:41:00 UTC","0","Golledge Hall","516","302","49.24428900898052"
"2084","2022-07-28 17:41:00 UTC","0","Tobler Museum","463","120","30.066592756745816"
"2084","2022-07-28 17:41:00 UTC","0","Lynch Station","4","156","32.984845004941285"
"2084","2022-07-28 17:41:00 UTC","0","Batty House","22","347","75.16648189186454"
"2084","2022-07-28 17:41:00 UTC","0","Harris Hall","237","230","22.360679774997898"
"2084","2022-07-28 17:41:00 UTC","0","Harvey House","358","486","64.00781202322104"
"2084","2022-07-28 17:41:00 UTC","1","Tobler Museum","446","104","50.32891812864648"
"2084","2022-07-28 17:41:00 UTC","1","Sauer Center","628","15","10.44030650891055"
"2084","2022-07-28 17:41:00 UTC","1","Snow Church","696","269","67.05221845696084"
"2084","2022-07-28 17:41:00 UTC","1","Golledge Hall","500","323","71.55417527999327"
"2084","2022-07-28 17:41:00 UTC","1","Harvey House","238","468","58.52349955359813"
"2084","2022-07-28 17:41:00 UTC","1","Harris Hall","232","236","19.72308292331602"
"2084","2022-07-28 17:41:00 UTC","1","Lynch Station","2","171","48.05205510693585"
"2084","2022-07-28 17:41:00 UTC","1","Batty House","7","354","84.40379138403677"
